YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2020/05,Structural Fires,Queens,470,1899-12-31T04:34:00.000
2020/05,Structural Fires,Staten Island,130,1899-12-31T04:49:00.000
2020/06,All Fire/Emergency Incidents,Bronx,10576,1899-12-31T05:40:00.000
2020/06,All Fire/Emergency Incidents,Brooklyn,14175,1899-12-31T04:43:00.000
2020/06,All Fire/Emergency Incidents,Citywide,47379,1899-12-31T05:10:00.000
2020/06,All Fire/Emergency Incidents,Manhattan,11274,1899-12-31T05:13:00.000
2020/06,All Fire/Emergency Incidents,Queens,9085,1899-12-31T05:16:00.000
2020/06,All Fire/Emergency Incidents,Staten Island,2269,1899-12-31T05:06:00.000
2020/06,False Alarm,Bronx,458,1899-12-31T05:19:00.000
2020/06,False Alarm,Brooklyn,528,1899-12-31T04:36:00.000
2020/06,False Alarm,Citywide,1686,1899-12-31T04:56:00.000
2020/06,False Alarm,Manhattan,332,1899-12-31T04:56:00.000
2020/06,False Alarm,Queens,271,1899-12-31T04:53:00.000
2020/06,False Alarm,Staten Island,97,1899-12-31T04:56:00.000
2020/06,Medical Emergencies,Bronx,5525,1899-12-31T05:30:00.000
2020/06,Medical Emergencies,Brooklyn,7321,1899-12-31T04:27:00.000
2020/06,Medical Emergencies,Citywide,24895,1899-12-31T04:55:00.000
2020/06,Medical Emergencies,Manhattan,5831,1899-12-31T05:02:00.000
2020/06,Medical Emergencies,Queens,5037,1899-12-31T04:57:00.000
2020/06,Medical Emergencies,Staten Island,1181,1899-12-31T04:55:00.000
2020/06,Medical False Alarm,Bronx,51,1899-12-31T05:29:00.000
2020/06,Medical False Alarm,Brooklyn,78,1899-12-31T04:33:00.000
2020/06,Medical False Alarm,Citywide,195,1899-12-31T04:50:00.000
2020/06,Medical False Alarm,Manhattan,41,1899-12-31T04:55:00.000
2020/06,Medical False Alarm,Queens,24,1899-12-31T04:29:00.000
2020/06,Medical False Alarm,Staten Island,1,1899-12-31T04:10:00.000
2020/06,NonMedical Emergencies,Bronx,3769,1899-12-31T06:03:00.000
2020/06,NonMedical Emergencies,Brooklyn,5168,1899-12-31T05:08:00.000
2020/06,NonMedical Emergencies,Citywide,17008,1899-12-31T05:34:00.000
2020/06,NonMedical Emergencies,Manhattan,4274,1899-12-31T05:32:00.000
2020/06,NonMedical Emergencies,Queens,3015,1899-12-31T05:49:00.000
2020/06,NonMedical Emergencies,Staten Island,782,1899-12-31T05:24:00.000
2020/06,NonStructural Fires,Bronx,361,1899-12-31T05:13:00.000
2020/06,NonStructural Fires,Brooklyn,505,1899-12-31T04:22:00.000
2020/06,NonStructural Fires,Citywide,1748,1899-12-31T04:46:00.000
2020/06,NonStructural Fires,Manhattan,444,1899-12-31T04:34:00.000
2020/06,NonStructural Fires,Queens,330,1899-12-31T04:59:00.000
2020/06,NonStructural Fires,Staten Island,108,1899-12-31T05:21:00.000
2020/06,Structural Fires,Bronx,412,1899-12-31T04:26:00.000
2020/06,Structural Fires,Brooklyn,575,1899-12-31T03:54:00.000
2020/06,Structural Fires,Citywide,1847,1899-12-31T04:15:00.000
2020/06,Structural Fires,Manhattan,352,1899-12-31T04:08:00.000
2020/06,Structural Fires,Queens,408,1899-12-31T04:36:00.000
2020/06,Structural Fires,Staten Island,100,1899-12-31T04:28:00.000
2020/07,All Fire/Emergency Incidents,Bronx,11864,1899-12-31T05:46:00.000
2020/07,All Fire/Emergency Incidents,Brooklyn,15477,1899-12-31T04:52:00.000
2020/07,All Fire/Emergency Incidents,Citywide,53455,1899-12-31T05:19:00.000
2020/07,All Fire/Emergency Incidents,Manhattan,12909,1899-12-31T05:23:00.000
2020/07,All Fire/Emergency Incidents,Queens,10525,1899-12-31T05:29:00.000
2020/07,All Fire/Emergency Incidents,Staten Island,2680,1899-12-31T05:11:00.000
2020/07,False Alarm,Bronx,478,1899-12-31T05:28:00.000
2020/07,False Alarm,Brooklyn,530,1899-12-31T04:44:00.000
2020/07,False Alarm,Citywide,1891,1899-12-31T05:04:00.000
2020/07,False Alarm,Manhattan,397,1899-12-31T05:06:00.000
2020/07,False Alarm,Queens,340,1899-12-31T05:06:00.000
2020/07,False Alarm,Staten Island,146,1899-12-31T04:51:00.000
2020/07,Medical Emergencies,Bronx,5963,1899-12-31T05:33:00.000
2020/07,Medical Emergencies,Brooklyn,7621,1899-12-31T04:29:00.000
2020/07,Medical Emergencies,Citywide,26774,1899-12-31T05:01:00.000
2020/07,Medical Emergencies,Manhattan,6554,1899-12-31T05:13:00.000
2020/07,Medical Emergencies,Queens,5363,1899-12-31T05:07:00.000
2020/07,Medical Emergencies,Staten Island,1273,1899-12-31T04:51:00.000
2020/07,Medical False Alarm,Bronx,67,1899-12-31T05:02:00.000
2020/07,Medical False Alarm,Brooklyn,84,1899-12-31T04:22:00.000
2020/07,Medical False Alarm,Citywide,266,1899-12-31T04:46:00.000
2020/07,Medical False Alarm,Manhattan,49,1899-12-31T04:52:00.000
2020/07,Medical False Alarm,Queens,57,1899-12-31T05:07:00.000
2020/07,Medical False Alarm,Staten Island,9,1899-12-31T04:00:00.000
2020/07,NonMedical Emergencies,Bronx,4662,1899-12-31T06:08:00.000
2020/07,NonMedical Emergencies,Brooklyn,6242,1899-12-31T05:20:00.000
2020/07,NonMedical Emergencies,Citywide,21272,1899-12-31T05:43:00.000
2020/07,NonMedical Emergencies,Manhattan,5265,1899-12-31T05:37:00.000
2020/07,NonMedical Emergencies,Queens,4033,1899-12-31T05:58:00.000
2020/07,NonMedical Emergencies,Staten Island,1070,1899-12-31T05:34:00.000
2020/07,NonStructural Fires,Bronx,287,1899-12-31T05:02:00.000
2020/07,NonStructural Fires,Brooklyn,469,1899-12-31T04:17:00.000
2020/07,NonStructural Fires,Citywide,1488,1899-12-31T04:49:00.000
2020/07,NonStructural Fires,Manhattan,307,1899-12-31T05:08:00.000
2020/07,NonStructural Fires,Queens,345,1899-12-31T05:03:00.000
2020/07,NonStructural Fires,Staten Island,80,1899-12-31T05:03:00.000
2020/07,Structural Fires,Bronx,407,1899-12-31T04:30:00.000
2020/07,Structural Fires,Brooklyn,531,1899-12-31T03:52:00.000
2020/07,Structural Fires,Citywide,1764,1899-12-31T04:19:00.000
2020/07,Structural Fires,Manhattan,337,1899-12-31T04:15:00.000
2020/07,Structural Fires,Queens,387,1899-12-31T04:40:00.000
2020/07,Structural Fires,Staten Island,102,1899-12-31T04:47:00.000
2020/08,All Fire/Emergency Incidents,Bronx,11654,1899-12-31T05:53:00.000
2020/08,All Fire/Emergency Incidents,Brooklyn,15416,1899-12-31T04:58:00.000
2020/08,All Fire/Emergency Incidents,Citywide,55379,1899-12-31T05:30:00.000
2020/08,All Fire/Emergency Incidents,Manhattan,12593,1899-12-31T05:26:00.000
2020/08,All Fire/Emergency Incidents,Queens,12460,1899-12-31T05:50:00.000
2020/08,All Fire/Emergency Incidents,Staten Island,3256,1899-12-31T05:49:00.000
2020/08,False Alarm,Bronx,427,1899-12-31T05:25:00.000
2020/08,False Alarm,Brooklyn,571,1899-12-31T04:46:00.000
2020/08,False Alarm,Citywide,1927,1899-12-31T05:08:00.000
2020/08,False Alarm,Manhattan,411,1899-12-31T05:06:00.000
2020/08,False Alarm,Queens,349,1899-12-31T05:24:00.000
2020/08,False Alarm,Staten Island,169,1899-12-31T05:11:00.000
2020/08,Medical Emergencies,Bronx,5832,1899-12-31T05:35:00.000
2020/08,Medical Emergencies,Brooklyn,7501,1899-12-31T04:30:00.000
2020/08,Medical Emergencies,Citywide,26413,1899-12-31T05:02:00.000
2020/08,Medical Emergencies,Manhattan,6532,1899-12-31T05:15:00.000
2020/08,Medical Emergencies,Queens,5326,1899-12-31T05:07:00.000
2020/08,Medical Emergencies,Staten Island,1222,1899-12-31T04:56:00.000
2020/08,Medical False Alarm,Bronx,57,1899-12-31T05:07:00.000
2020/08,Medical False Alarm,Brooklyn,95,1899-12-31T04:27:00.000
2020/08,Medical False Alarm,Citywide,269,1899-12-31T04:55:00.000
2020/08,Medical False Alarm,Manhattan,52,1899-12-31T05:14:00.000
2020/08,Medical False Alarm,Queens,55,1899-12-31T05:12:00.000
2020/08,Medical False Alarm,Staten Island,10,1899-12-31T04:59:00.000
2020/08,NonMedical Emergencies,Bronx,4761,1899-12-31T06:16:00.000
2020/08,NonMedical Emergencies,Brooklyn,6439,1899-12-31T05:29:00.000
2020/08,NonMedical Emergencies,Citywide,23882,1899-12-31T05:58:00.000
2020/08,NonMedical Emergencies,Manhattan,5027,1899-12-31T05:40:00.000
2020/08,NonMedical Emergencies,Queens,6001,1899-12-31T06:24:00.000
2020/08,NonMedical Emergencies,Staten Island,1654,1899-12-31T06:28:00.000
2020/08,NonStructural Fires,Bronx,184,1899-12-31T05:01:00.000
2020/08,NonStructural Fires,Brooklyn,308,1899-12-31T04:23:00.000
2020/08,NonStructural Fires,Citywide,1152,1899-12-31T05:00:00.000
2020/08,NonStructural Fires,Manhattan,221,1899-12-31T04:59:00.000
2020/08,NonStructural Fires,Queens,347,1899-12-31T05:29:00.000
2020/08,NonStructural Fires,Staten Island,92,1899-12-31T05:24:00.000
2020/08,Structural Fires,Bronx,393,1899-12-31T04:37:00.000
2020/08,Structural Fires,Brooklyn,502,1899-12-31T03:50:00.000
2020/08,Structural Fires,Citywide,1736,1899-12-31T04:25:00.000
2020/08,Structural Fires,Manhattan,350,1899-12-31T04:31:00.000
2020/08,Structural Fires,Queens,382,1899-12-31T04:45:00.000
2020/08,Structural Fires,Staten Island,109,1899-12-31T04:59:00.000
2020/09,All Fire/Emergency Incidents,Bronx,10513,1899-12-31T05:41:00.000
2020/09,All Fire/Emergency Incidents,Brooklyn,13366,1899-12-31T04:43:00.000
2020/09,All Fire/Emergency Incidents,Citywide,47440,1899-12-31T05:13:00.000
2020/09,All Fire/Emergency Incidents,Manhattan,11933,1899-12-31T05:22:00.000
2020/09,All Fire/Emergency Incidents,Queens,9294,1899-12-31T05:20:00.000
2020/09,All Fire/Emergency Incidents,Staten Island,2334,1899-12-31T05:06:00.000
2020/09,False Alarm,Bronx,339,1899-12-31T05:22:00.000
2020/09,False Alarm,Brooklyn,469,1899-12-31T04:41:00.000
2020/09,False Alarm,Citywide,1569,1899-12-31T04:55:00.000
2020/09,False Alarm,Manhattan,377,1899-12-31T04:51:00.000
2020/09,False Alarm,Queens,291,1899-12-31T04:49:00.000
2020/09,False Alarm,Staten Island,93,1899-12-31T05:00:00.000
2020/09,Medical Emergencies,Bronx,5578,1899-12-31T05:34:00.000
2020/09,Medical Emergencies,Brooklyn,7095,1899-12-31T04:30:00.000
2020/09,Medical Emergencies,Citywide,25230,1899-12-31T05:01:00.000
2020/09,Medical Emergencies,Manhattan,6195,1899-12-31T05:14:00.000
2020/09,Medical Emergencies,Queens,5168,1899-12-31T05:02:00.000
2020/09,Medical Emergencies,Staten Island,1194,1899-12-31T04:54:00.000
2020/09,Medical False Alarm,Bronx,63,1899-12-31T05:03:00.000
2020/09,Medical False Alarm,Brooklyn,79,1899-12-31T04:48:00.000
2020/09,Medical False Alarm,Citywide,242,1899-12-31T04:41:00.000
2020/09,Medical False Alarm,Manhattan,47,1899-12-31T04:17:00.000
2020/09,Medical False Alarm,Queens,39,1899-12-31T04:38:00.000
2020/09,Medical False Alarm,Staten Island,14,1899-12-31T03:44:00.000
2020/09,NonMedical Emergencies,Bronx,3952,1899-12-31T05:58:00.000
2020/09,NonMedical Emergencies,Brooklyn,4825,1899-12-31T05:03:00.000
2020/09,NonMedical Emergencies,Citywide,17498,1899-12-31T05:34:00.000
2020/09,NonMedical Emergencies,Manhattan,4677,1899-12-31T05:38:00.000
2020/09,NonMedical Emergencies,Queens,3176,1899-12-31T05:49:00.000
2020/09,NonMedical Emergencies,Staten Island,868,1899-12-31T05:23:00.000
2020/09,NonStructural Fires,Bronx,177,1899-12-31T05:02:00.000
2020/09,NonStructural Fires,Brooklyn,302,1899-12-31T04:26:00.000
2020/09,NonStructural Fires,Citywide,989,1899-12-31T04:47:00.000
2020/09,NonStructural Fires,Manhattan,247,1899-12-31T04:57:00.000
2020/09,NonStructural Fires,Queens,202,1899-12-31T04:48:00.000
2020/09,NonStructural Fires,Staten Island,61,1899-12-31T05:04:00.000
2020/09,Structural Fires,Bronx,404,1899-12-31T04:33:00.000
2020/09,Structural Fires,Brooklyn,596,1899-12-31T03:54:00.000
2020/09,Structural Fires,Citywide,1912,1899-12-31T04:20:00.000
2020/09,Structural Fires,Manhattan,390,1899-12-31T04:15:00.000
2020/09,Structural Fires,Queens,418,1899-12-31T04:44:00.000
2020/09,Structural Fires,Staten Island,104,1899-12-31T04:44:00.000
2020/10,All Fire/Emergency Incidents,Bronx,10491,1899-12-31T05:43:00.000
2020/10,All Fire/Emergency Incidents,Brooklyn,13276,1899-12-31T04:42:00.000
2020/10,All Fire/Emergency Incidents,Citywide,46792,1899-12-31T05:14:00.000
2020/10,All Fire/Emergency Incidents,Manhattan,11793,1899-12-31T05:25:00.000
2020/10,All Fire/Emergency Incidents,Queens,8980,1899-12-31T05:22:00.000
2020/10,All Fire/Emergency Incidents,Staten Island,2252,1899-12-31T05:05:00.000
2020/10,False Alarm,Bronx,400,1899-12-31T05:19:00.000
2020/10,False Alarm,Brooklyn,458,1899-12-31T04:41:00.000
2020/10,False Alarm,Citywide,1567,1899-12-31T04:59:00.000
2020/10,False Alarm,Manhattan,344,1899-12-31T05:01:00.000
2020/10,False Alarm,Queens,271,1899-12-31T05:04:00.000
2020/10,False Alarm,Staten Island,94,1899-12-31T04:49:00.000
2020/10,Medical Emergencies,Bronx,5525,1899-12-31T05:42:00.000
2020/10,Medical Emergencies,Brooklyn,7070,1899-12-31T04:33:00.000
2020/10,Medical Emergencies,Citywide,24941,1899-12-31T05:07:00.000
2020/10,Medical Emergencies,Manhattan,6071,1899-12-31T05:23:00.000
2020/10,Medical Emergencies,Queens,5041,1899-12-31T05:10:00.000
2020/10,Medical Emergencies,Staten Island,1234,1899-12-31T04:59:00.000
2020/10,Medical False Alarm,Bronx,37,1899-12-31T05:40:00.000
2020/10,Medical False Alarm,Brooklyn,72,1899-12-31T04:41:00.000
2020/10,Medical False Alarm,Citywide,190,1899-12-31T05:04:00.000
2020/10,Medical False Alarm,Manhattan,48,1899-12-31T05:08:00.000
2020/10,Medical False Alarm,Queens,26,1899-12-31T04:56:00.000
2020/10,Medical False Alarm,Staten Island,7,1899-12-31T07:07:00.000
2020/10,NonMedical Emergencies,Bronx,3927,1899-12-31T05:56:00.000
2020/10,NonMedical Emergencies,Brooklyn,4757,1899-12-31T04:58:00.000
2020/10,NonMedical Emergencies,Citywide,17132,1899-12-31T05:30:00.000
2020/10,NonMedical Emergencies,Manhattan,4727,1899-12-31T05:35:00.000
2020/10,NonMedical Emergencies,Queens,2974,1899-12-31T05:45:00.000
2020/10,NonMedical Emergencies,Staten Island,747,1899-12-31T05:15:00.000
2020/10,NonStructural Fires,Bronx,133,1899-12-31T05:04:00.000
2020/10,NonStructural Fires,Brooklyn,273,1899-12-31T04:20:00.000
2020/10,NonStructural Fires,Citywide,851,1899-12-31T04:44:00.000
2020/10,NonStructural Fires,Manhattan,207,1899-12-31T04:47:00.000
2020/10,NonStructural Fires,Queens,199,1899-12-31T04:55:00.000
2020/10,NonStructural Fires,Staten Island,39,1899-12-31T05:09:00.000
2020/10,Structural Fires,Bronx,469,1899-12-31T04:33:00.000
2020/10,Structural Fires,Brooklyn,646,1899-12-31T04:00:00.000
2020/10,Structural Fires,Citywide,2111,1899-12-31T04:24:00.000
2020/10,Structural Fires,Manhattan,396,1899-12-31T04:24:00.000
2020/10,Structural Fires,Queens,469,1899-12-31T04:40:00.000
2020/10,Structural Fires,Staten Island,131,1899-12-31T04:54:00.000
2020/11,All Fire/Emergency Incidents,Bronx,10580,1899-12-31T05:48:00.000
2020/11,All Fire/Emergency Incidents,Brooklyn,13281,1899-12-31T04:44:00.000
2020/11,All Fire/Emergency Incidents,Citywide,46773,1899-12-31T05:17:00.000
2020/11,All Fire/Emergency Incidents,Manhattan,11454,1899-12-31T05:24:00.000
2020/11,All Fire/Emergency Incidents,Queens,9138,1899-12-31T05:27:00.000
2020/11,All Fire/Emergency Incidents,Staten Island,2320,1899-12-31T05:04:00.000
2020/11,False Alarm,Bronx,317,1899-12-31T05:17:00.000
2020/11,False Alarm,Brooklyn,360,1899-12-31T04:29:00.000
2020/11,False Alarm,Citywide,1339,1899-12-31T04:54:00.000
2020/11,False Alarm,Manhattan,311,1899-12-31T04:59:00.000
2020/11,False Alarm,Queens,244,1899-12-31T05:01:00.000
2020/11,False Alarm,Staten Island,107,1899-12-31T04:39:00.000
2020/11,Medical Emergencies,Bronx,5501,1899-12-31T05:44:00.000
2020/11,Medical Emergencies,Brooklyn,6936,1899-12-31T04:36:00.000
2020/11,Medical Emergencies,Citywide,24657,1899-12-31T05:10:00.000
2020/11,Medical Emergencies,Manhattan,6061,1899-12-31T05:25:00.000
2020/11,Medical Emergencies,Queens,4912,1899-12-31T05:16:00.000
2020/11,Medical Emergencies,Staten Island,1247,1899-12-31T04:59:00.000
2020/11,Medical False Alarm,Bronx,52,1899-12-31T05:20:00.000
2020/11,Medical False Alarm,Brooklyn,75,1899-12-31T04:14:00.000
2020/11,Medical False Alarm,Citywide,214,1899-12-31T04:48:00.000
2020/11,Medical False Alarm,Manhattan,48,1899-12-31T04:40:00.000
2020/11,Medical False Alarm,Queens,31,1899-12-31T05:32:00.000
2020/11,Medical False Alarm,Staten Island,8,1899-12-31T04:39:00.000
2020/11,NonMedical Emergencies,Bronx,3978,1899-12-31T06:07:00.000
2020/11,NonMedical Emergencies,Brooklyn,4968,1899-12-31T05:03:00.000
2020/11,NonMedical Emergencies,Citywide,17307,1899-12-31T05:34:00.000
2020/11,NonMedical Emergencies,Manhattan,4332,1899-12-31T05:34:00.000
2020/11,NonMedical Emergencies,Queens,3248,1899-12-31T05:48:00.000
2020/11,NonMedical Emergencies,Staten Island,781,1899-12-31T05:14:00.000
2020/11,NonStructural Fires,Bronx,166,1899-12-31T05:18:00.000
2020/11,NonStructural Fires,Brooklyn,306,1899-12-31T04:20:00.000
2020/11,NonStructural Fires,Citywide,952,1899-12-31T04:49:00.000
2020/11,NonStructural Fires,Manhattan,224,1899-12-31T04:49:00.000
2020/11,NonStructural Fires,Queens,206,1899-12-31T05:01:00.000
2020/11,NonStructural Fires,Staten Island,50,1899-12-31T05:13:00.000
2020/11,Structural Fires,Bronx,566,1899-12-31T04:33:00.000
2020/11,Structural Fires,Brooklyn,636,1899-12-31T03:45:00.000
2020/11,Structural Fires,Citywide,2304,1899-12-31T04:21:00.000
2020/11,Structural Fires,Manhattan,478,1899-12-31T04:26:00.000
2020/11,Structural Fires,Queens,497,1899-12-31T04:42:00.000
2020/11,Structural Fires,Staten Island,127,1899-12-31T04:51:00.000
2020/12,All Fire/Emergency Incidents,Bronx,10839,1899-12-31T05:59:00.000
2020/12,All Fire/Emergency Incidents,Brooklyn,13973,1899-12-31T04:51:00.000
2020/12,All Fire/Emergency Incidents,Citywide,48847,1899-12-31T05:27:00.000
2020/12,All Fire/Emergency Incidents,Manhattan,11787,1899-12-31T05:37:00.000
2020/12,All Fire/Emergency Incidents,Queens,9781,1899-12-31T05:39:00.000
2020/12,All Fire/Emergency Incidents,Staten Island,2467,1899-12-31T05:17:00.000
2020/12,False Alarm,Bronx,314,1899-12-31T05:33:00.000
2020/12,False Alarm,Brooklyn,471,1899-12-31T04:46:00.000
2020/12,False Alarm,Citywide,1393,1899-12-31T05:07:00.000
2020/12,False Alarm,Manhattan,276,1899-12-31T05:05:00.000
2020/12,False Alarm,Queens,224,1899-12-31T05:15:00.000
2020/12,False Alarm,Staten Island,108,1899-12-31T05:11:00.000
2020/12,Medical Emergencies,Bronx,5656,1899-12-31T06:01:00.000
2020/12,Medical Emergencies,Brooklyn,6978,1899-12-31T04:45:00.000
2020/12,Medical Emergencies,Citywide,25210,1899-12-31T05:25:00.000
2020/12,Medical Emergencies,Manhattan,6084,1899-12-31T05:46:00.000
2020/12,Medical Emergencies,Queens,5137,1899-12-31T05:30:00.000
2020/12,Medical Emergencies,Staten Island,1355,1899-12-31T05:13:00.000
2020/12,Medical False Alarm,Bronx,40,1899-12-31T05:48:00.000
2020/12,Medical False Alarm,Brooklyn,66,1899-12-31T04:37:00.000
2020/12,Medical False Alarm,Citywide,186,1899-12-31T05:17:00.000
2020/12,Medical False Alarm,Manhattan,37,1899-12-31T05:57:00.000
2020/12,Medical False Alarm,Queens,35,1899-12-31T05:27:00.000
2020/12,Medical False Alarm,Staten Island,8,1899-12-31T04:58:00.000
2020/12,NonMedical Emergencies,Bronx,4033,1899-12-31T06:13:00.000
2020/12,NonMedical Emergencies,Brooklyn,4886,1899-12-31T05:10:00.000
2020/12,NonMedical Emergencies,Citywide,17642,1899-12-31T05:43:00.000
2020/12,NonMedical Emergencies,Manhattan,4564,1899-12-31T05:43:00.000
2020/12,NonMedical Emergencies,Queens,3314,1899-12-31T06:01:00.000
2020/12,NonMedical Emergencies,Staten Island,845,1899-12-31T05:29:00.000
2020/12,NonStructural Fires,Bronx,263,1899-12-31T05:24:00.000
2020/12,NonStructural Fires,Brooklyn,826,1899-12-31T04:25:00.000
2020/12,NonStructural Fires,Citywide,2024,1899-12-31T04:56:00.000
2020/12,NonStructural Fires,Manhattan,370,1899-12-31T04:59:00.000
2020/12,NonStructural Fires,Queens,542,1899-12-31T05:28:00.000
2020/12,NonStructural Fires,Staten Island,23,1899-12-31T05:16:00.000
2020/12,Structural Fires,Bronx,533,1899-12-31T04:37:00.000
2020/12,Structural Fires,Brooklyn,746,1899-12-31T03:54:00.000
2020/12,Structural Fires,Citywide,2392,1899-12-31T04:23:00.000
2020/12,Structural Fires,Manhattan,456,1899-12-31T04:28:00.000
2020/12,Structural Fires,Queens,529,1899-12-31T04:44:00.000
2020/12,Structural Fires,Staten Island,128,1899-12-31T04:38:00.000
2021/01,All Fire/Emergency Incidents,Bronx,10802,1899-12-31T05:52:00.000
2021/01,All Fire/Emergency Incidents,Brooklyn,13221,1899-12-31T04:47:00.000
2021/01,All Fire/Emergency Incidents,Citywide,46437,1899-12-31T05:20:00.000
2021/01,All Fire/Emergency Incidents,Manhattan,11157,1899-12-31T05:31:00.000
2021/01,All Fire/Emergency Incidents,Queens,8968,1899-12-31T05:26:00.000
2021/01,All Fire/Emergency Incidents,Staten Island,2289,1899-12-31T05:09:00.000
2021/01,False Alarm,Bronx,316,1899-12-31T05:20:00.000
2021/01,False Alarm,Brooklyn,387,1899-12-31T04:35:00.000
2021/01,False Alarm,Citywide,1298,1899-12-31T04:58:00.000
2021/01,False Alarm,Manhattan,265,1899-12-31T05:01:00.000
2021/01,False Alarm,Queens,235,1899-12-31T04:55:00.000
2021/01,False Alarm,Staten Island,95,1899-12-31T05:13:00.000
2021/01,Medical Emergencies,Bronx,5903,1899-12-31T06:00:00.000
2021/01,Medical Emergencies,Brooklyn,7205,1899-12-31T04:44:00.000
2021/01,Medical Emergencies,Citywide,25603,1899-12-31T05:19:00.000
2021/01,Medical Emergencies,Manhattan,5850,1899-12-31T05:37:00.000
2021/01,Medical Emergencies,Queens,5278,1899-12-31T05:20:00.000
2021/01,Medical Emergencies,Staten Island,1367,1899-12-31T05:00:00.000
2021/01,Medical False Alarm,Bronx,34,1899-12-31T05:32:00.000
2021/01,Medical False Alarm,Brooklyn,56,1899-12-31T04:14:00.000
2021/01,Medical False Alarm,Citywide,176,1899-12-31T05:02:00.000
2021/01,Medical False Alarm,Manhattan,51,1899-12-31T05:31:00.000
2021/01,Medical False Alarm,Queens,30,1899-12-31T05:12:00.000
2021/01,Medical False Alarm,Staten Island,5,1899-12-31T05:11:00.000
2021/01,NonMedical Emergencies,Bronx,3859,1899-12-31T06:02:00.000
2021/01,NonMedical Emergencies,Brooklyn,4573,1899-12-31T05:03:00.000
2021/01,NonMedical Emergencies,Citywide,16226,1899-12-31T05:34:00.000
2021/01,NonMedical Emergencies,Manhattan,4358,1899-12-31T05:37:00.000
2021/01,NonMedical Emergencies,Queens,2766,1899-12-31T05:46:00.000
2021/01,NonMedical Emergencies,Staten Island,670,1899-12-31T05:25:00.000
2021/01,NonStructural Fires,Bronx,158,1899-12-31T05:24:00.000
2021/01,NonStructural Fires,Brooklyn,355,1899-12-31T04:10:00.000
2021/01,NonStructural Fires,Citywide,990,1899-12-31T04:46:00.000
2021/01,NonStructural Fires,Manhattan,224,1899-12-31T05:01:00.000
2021/01,NonStructural Fires,Queens,207,1899-12-31T04:56:00.000
2021/01,NonStructural Fires,Staten Island,46,1899-12-31T05:05:00.000
2021/01,Structural Fires,Bronx,532,1899-12-31T04:30:00.000
2021/01,Structural Fires,Brooklyn,645,1899-12-31T03:47:00.000
2021/01,Structural Fires,Citywide,2144,1899-12-31T04:19:00.000
2021/01,Structural Fires,Manhattan,409,1899-12-31T04:16:00.000
2021/01,Structural Fires,Queens,452,1899-12-31T04:42:00.000
2021/01,Structural Fires,Staten Island,106,1899-12-31T05:01:00.000
2021/02,All Fire/Emergency Incidents,Bronx,10091,1899-12-31T06:08:00.000
2021/02,All Fire/Emergency Incidents,Brooklyn,12964,1899-12-31T05:01:00.000
2021/02,All Fire/Emergency Incidents,Citywide,45420,1899-12-31T05:36:00.000
2021/02,All Fire/Emergency Incidents,Manhattan,10892,1899-12-31T05:45:00.000
2021/02,All Fire/Emergency Incidents,Queens,9355,1899-12-31T05:45:00.000
2021/02,All Fire/Emergency Incidents,Staten Island,2118,1899-12-31T05:30:00.000
2021/02,False Alarm,Bronx,220,1899-12-31T05:39:00.000
2021/02,False Alarm,Brooklyn,353,1899-12-31T04:49:00.000
2021/02,False Alarm,Citywide,1056,1899-12-31T05:09:00.000
2021/02,False Alarm,Manhattan,225,1899-12-31T05:06:00.000
2021/02,False Alarm,Queens,187,1899-12-31T05:18:00.000
2021/02,False Alarm,Staten Island,71,1899-12-31T05:02:00.000
2021/02,Medical Emergencies,Bronx,5330,1899-12-31T06:19:00.000
2021/02,Medical Emergencies,Brooklyn,6337,1899-12-31T04:59:00.000
2021/02,Medical Emergencies,Citywide,23210,1899-12-31T05:38:00.000
2021/02,Medical Emergencies,Manhattan,5528,1899-12-31T05:59:00.000
2021/02,Medical Emergencies,Queens,4843,1899-12-31T05:41:00.000
2021/02,Medical Emergencies,Staten Island,1172,1899-12-31T05:15:00.000
2021/02,Medical False Alarm,Bronx,43,1899-12-31T05:35:00.000
2021/02,Medical False Alarm,Brooklyn,49,1899-12-31T04:39:00.000
2021/02,Medical False Alarm,Citywide,156,1899-12-31T05:18:00.000
2021/02,Medical False Alarm,Manhattan,32,1899-12-31T05:31:00.000
2021/02,Medical False Alarm,Queens,29,1899-12-31T05:35:00.000
2021/02,Medical False Alarm,Staten Island,3,1899-12-31T06:05:00.000
2021/02,NonMedical Emergencies,Bronx,3669,1899-12-31T06:18:00.000
2021/02,NonMedical Emergencies,Brooklyn,4387,1899-12-31T05:20:00.000
2021/02,NonMedical Emergencies,Citywide,15795,1899-12-31T05:52:00.000
2021/02,NonMedical Emergencies,Manhattan,4066,1899-12-31T05:53:00.000
2021/02,NonMedical Emergencies,Queens,2950,1899-12-31T06:04:00.000
2021/02,NonMedical Emergencies,Staten Island,723,1899-12-31T05:55:00.000
2021/02,NonStructural Fires,Bronx,370,1899-12-31T05:13:00.000
2021/02,NonStructural Fires,Brooklyn,1252,1899-12-31T04:37:00.000
2021/02,NonStructural Fires,Citywide,3269,1899-12-31T05:01:00.000
2021/02,NonStructural Fires,Manhattan,646,1899-12-31T04:59:00.000
2021/02,NonStructural Fires,Queens,972,1899-12-31T05:28:00.000
